,Time,Time (s),Distance [m],Logger Temperature [癈],External Voltage [V],Channel01 [bar],Channel02 [bar],InlineAcc [g],LateralAcc [g],VerticalAcc [g],RollRate [deg/s],PitchRate [deg/s],YawRate [deg/s],RPM [rpm],Speed [km/h],TPS [%],TPS_2 [%],ACCY [g],Brake_press_F [bar],Brake_press_R [bar],Fuel_press [bar],Gear [gear],Mapping [#],PPS [%],Speed_fl [km/h],Speed_fr [km/h],Speed_rl [km/h],Speed_rr [km/h],Water_temp [癈],Steer_angle [deg],Fuel_tank [#],GPS_Speed [km/h],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [癩,GPS_Longitude [癩,GPS_Elevation [cm]
,,5.38,262.54,41.02,14.257,1.174,-1.667,0.223,-0.614,-1.033,-1.277,-0.503,7.2,3770.057,0,17.459,17.501,-2.922,3.698,3.437,0,5,3,0,140.372,139.815,138.961,138.785,89,3,64959.258,140.95,11,0.594,-0.292,0.117,-99.876,8.578,7.138,1.32,0.18,31.33665066,121.2175935,7.16
,,5.4,263.32,41.02,14.256,1.172,-1.667,0.22,-0.616,-1.062,-1.098,-1.208,7.443,3766.184,0,17.462,17.502,-2.921,3.512,3.298,0,5,3,0,140.221,139.704,138.791,138.63,89,3,64959.258,140.75,11,0.605,-0.283,0.125,-99.718,8.738,7.136,1.32,0.18,31.33664948,121.2175854,7.15
,,5.42,264.1,41.021,14.256,1.174,-1.667,0.215,-0.62,-1.084,-0.738,-1.98,7.631,3762.311,0,17.465,17.503,-2.921,3.327,3.159,0,5,3,0,140.069,139.592,138.62,138.475,89,3,64959.258,140.55,11,0.615,-0.273,0.133,-99.56,8.899,7.133,1.32,0.18,31.33664834,121.2175774,7.15
,,5.44,264.88,41.022,14.256,1.176,-1.667,0.209,-0.624,-1.101,-0.432,-2.614,7.76,3758.438,0,17.468,17.503,-2.921,3.141,3.02,0,5,3,0,139.917,139.48,138.449,138.32,89,3,64959.258,140.35,11,0.626,-0.264,0.141,-99.401,9.059,7.13,1.32,0.18,31.3366472,121.2175693,7.15
,,5.46,265.7,41.022,14.256,1.174,-1.667,0.204,-0.631,-1.11,-0.206,-3.038,7.809,3754.83,0,17.47,17.505,-2.92,2.996,2.927,0,5,3,0,139.748,139.313,138.318,138.176,89,3,64933.668,140.172,11,0.63,-0.255,0.152,-99.219,9.121,7.129,1.32,0.18,31.33664603,121.2175608,7.15
,,5.48,266.47,41.023,14.256,1.171,-1.667,0.198,-0.636,-1.104,-0.146,-3.206,7.786,3751.531,0,17.472,17.508,-2.92,2.873,2.854,0,5,3,0,139.584,139.139,138.208,138.046,89,3,64901.684,140.012,11,0.632,-0.248,0.162,-99.04,9.149,7.129,1.32,0.18,31.33664495,121.2175527,7.15
,,5.5,267.25,41.024,14.256,1.17,-1.667,0.192,-0.641,-1.089,-0.268,-3.004,7.711,3748.231,0,17.474,17.51,-2.92,2.75,2.78,0,5,3,0,139.42,138.965,138.097,137.916,89,3,64869.699,139.852,11,0.633,-0.241,0.172,-98.861,9.176,7.128,1.32,0.18,31.33664387,121.2175445,7.15
,,5.52,268.02,41.025,14.255,1.171,-1.667,0.189,-0.645,-1.064,-0.474,-2.416,7.612,3744.932,0,17.476,17.512,-2.92,2.626,2.707,0,5,3,0,139.256,138.791,137.987,137.785,89,3,64837.715,139.692,11,0.635,-0.233,0.183,-98.683,9.204,7.128,1.32,0.18,31.33664283,121.2175364,7.14
,,5.54,268.8,41.025,14.255,1.172,-1.667,0.187,-0.648,-1.036,-0.727,-1.613,7.532,3741.633,0,17.478,17.515,-2.92,2.503,2.634,0,5,3,0,139.091,138.617,137.876,137.655,89,3,64805.73,139.532,11,0.637,-0.226,0.193,-98.504,9.231,7.128,1.32,0.18,31.33664186,121.2175285,7.15
,,5.56,269.57,41.026,14.255,1.171,-1.667,0.186,-0.651,-0.998,-0.991,-0.541,7.567,3737.202,0,17.484,17.515,-2.92,2.43,2.549,0,5,3,0,138.95,138.47,137.711,137.513,89,3,64830.039,139.388,11,0.637,-0.221,0.207,-98.312,9.233,7.129,1.32,0.18,31.33664089,121.2175206,7.15
,,5.58,270.34,41.027,14.255,1.17,-1.667,0.187,-0.657,-0.974,-1.07,0.117,7.745,3732.489,0,17.491,17.515,-2.92,2.369,2.461,0,5,3,0,138.814,138.33,137.532,137.369,89,3,64868.418,139.248,11,0.637,-0.218,0.222,-98.117,9.229,7.131,1.32,0.18,31.33663992,121.2175127,7.15
,,5.6,271.11,41.028,14.255,1.169,-1.667,0.188,-0.667,-0.969,-1.033,0.542,8.062,3727.775,0,17.498,17.515,-2.92,2.307,2.373,0,5,3,0,138.678,138.19,137.353,137.225,89,3,64906.801,139.108,11,0.637,-0.214,0.237,-97.923,9.224,7.133,1.32,0.18,31.33663901,121.2175047,7.15
,,5.62,271.88,41.028,14.255,1.169,-1.667,0.191,-0.681,-0.978,-0.827,0.716,8.508,3723.062,0,17.505,17.515,-2.92,2.246,2.285,0,5,3,0,138.542,138.049,137.174,137.08,89,3,64945.184,138.968,11,0.637,-0.21,0.252,-97.728,9.219,7.134,1.32,0.18,31.33663809,121.2174967,7.15
,,5.64,272.65,41.029,14.254,1.168,-1.667,0.193,-0.7,-0.995,-0.455,0.495,9.064,3718.349,0,17.512,17.515,-2.92,2.185,2.197,0,5,3,0,138.406,137.909,136.995,136.936,89,3,64983.566,138.828,11,0.637,-0.207,0.267,-97.533,9.215,7.136,1.32,0.18,31.33663718,121.2174887,7.15
,,5.66,273.42,41.03,14.254,1.168,-1.667,0.193,-0.722,-1.02,-0.062,-0.02,9.681,3715.177,0,17.515,17.518,-2.92,2.206,2.175,0,5,3,0,138.374,137.781,136.957,136.771,88.896,3,64965.656,138.672,10.84,0.642,-0.206,0.288,-97.324,9.276,7.139,1.322,0.18,31.33663634,121.2174807,7.16
,,5.68,274.19,41.03,14.254,1.168,-1.668,0.192,-0.745,-1.051,0.315,-0.68,10.304,3712.389,0,17.517,17.522,-2.92,2.247,2.17,0,5,3,0,138.368,137.656,136.955,136.602,88.766,3,64933.672,138.512,10.64,0.647,-0.206,0.311,-97.11,9.354,7.143,1.324,0.18,31.3366355,121.2174727,7.16
,,5.7,274.95,41.031,14.254,1.168,-1.668,0.191,-0.769,-1.081,0.647,-1.423,10.882,3709.602,0,17.519,17.525,-2.92,2.287,2.164,0,5,3,0,138.362,137.531,136.952,136.432,88.636,3,64901.688,138.352,10.44,0.652,-0.206,0.334,-96.897,9.432,7.146,1.326,0.18,31.33663466,121.2174647,7.16
,,5.72,275.72,41.032,14.254,1.167,-1.667,0.189,-0.794,-1.107,0.867,-2.124,11.366,3706.815,0,17.52,17.529,-2.92,2.328,2.159,0,5,3,0,138.355,137.405,136.949,136.262,88.506,3,64869.703,138.192,10.24,0.657,-0.206,0.357,-96.684,9.51,7.15,1.328,0.18,31.33663388,121.2174566,7.17
,,5.74,276.52,41.033,14.253,1.167,-1.667,0.185,-0.822,-1.126,0.981,-2.749,11.776,3703.889,0,17.522,17.532,-2.92,2.371,2.153,0,5,3,0,138.349,137.274,136.947,136.084,88.369,3,64836.117,138.024,10.03,0.663,-0.206,0.381,-96.46,9.592,7.153,1.33,0.18,31.33663307,121.217448,7.17
,,5.76,277.29,41.033,14.253,1.167,-1.667,0.18,-0.845,-1.13,0.793,-2.835,11.938,3700.37,0,17.528,17.542,-2.92,2.394,2.193,0,5,3,0,138.201,137.098,136.838,135.943,88.29,3,64831.32,137.881,10,0.674,-0.206,0.409,-96.236,9.767,7.158,1.33,0.178,31.33663229,121.2174399,7.18
,,5.78,278.05,41.034,14.253,1.167,-1.666,0.177,-0.861,-1.127,0.587,-2.452,11.903,3696.723,0,17.535,17.553,-2.92,2.414,2.241,0,5,3,0,138.029,136.914,136.71,135.808,88.22,3,64831.32,137.741,10,0.686,-0.206,0.439,-96.009,9.96,7.164,1.33,0.176,31.33663162,121.2174321,7.18
,,5.8,278.81,41.035,14.253,1.167,-1.667,0.176,-0.871,-1.113,0.618,-1.964,11.755,3693.075,0,17.542,17.564,-2.92,2.435,2.289,0,5,3,0,137.856,136.729,136.583,135.672,88.15,3,64831.32,137.601,10,0.698,-0.207,0.469,-95.782,10.152,7.169,1.33,0.174,31.33663095,121.2174242,7.19
,,5.82,279.58,41.036,14.253,1.165,-1.667,0.175,-0.875,-1.09,0.765,-1.488,11.573,3689.427,0,17.549,17.575,-2.92,2.455,2.338,0,5,3,0,137.684,136.545,136.455,135.537,88.08,3,64831.32,137.461,10,0.71,-0.207,0.499,-95.555,10.345,7.174,1.33,0.172,31.33663029,121.2174164,7.19
,,5.84,280.34,41.036,14.253,1.163,-1.668,0.175,-0.874,-1.065,0.985,-1.012,11.422,3685.779,0,17.556,17.587,-2.92,2.475,2.386,0,5,3,0,137.512,136.36,136.328,135.401,88.01,3,64831.32,137.321,10,0.722,-0.207,0.529,-95.328,10.537,7.179,1.33,0.17,31.33662968,121.2174084,7.2
,,5.86,281.1,41.037,14.252,1.164,-1.668,0.177,-0.87,-1.038,1.265,-0.637,11.363,3681.87,0,17.565,17.592,-2.919,2.426,2.343,0,5,3,0,137.378,136.23,136.16,135.274,88,3,64847.633,137.181,10,0.739,-0.207,0.561,-95.091,10.796,7.186,1.33,0.17,31.3366291,121.2174005,7.2
,,5.88,281.86,41.038,14.252,1.166,-1.668,0.179,-0.866,-1.019,1.412,-0.396,11.432,3677.915,0,17.574,17.596,-2.919,2.365,2.284,0,5,3,0,137.252,136.109,135.984,135.149,88,3,64866.824,137.041,10,0.756,-0.208,0.595,-94.853,11.066,7.193,1.33,0.17,31.33662852,121.2173925,7.21
,,5.9,282.62,41.038,14.252,1.165,-1.668,0.18,-0.864,-1.009,1.432,-0.345,11.613,3673.96,0,17.583,17.6,-2.918,2.304,2.225,0,5,3,0,137.126,135.988,135.809,135.024,88,3,64886.012,136.901,10,0.773,-0.208,0.628,-94.615,11.337,7.199,1.33,0.17,31.33662799,121.2173846,7.22
,,5.92,283.38,41.039,14.252,1.163,-1.668,0.18,-0.871,-1.004,1.373,-0.56,11.856,3670.005,0,17.592,17.604,-2.918,2.243,2.167,0,5,3,0,136.999,135.868,135.634,134.899,88,3,64905.203,136.761,10,0.791,-0.208,0.661,-94.376,11.607,7.206,1.33,0.17,31.33662751,121.2173766,7.23
,,5.94,284.13,41.04,14.252,1.16,-1.669,0.175,-0.888,-1.012,0.804,-1.1,12.216,3666.05,0,17.601,17.609,-2.918,2.182,2.108,0,5,3,0,136.873,135.747,135.459,134.773,88,3,64924.395,136.621,10,0.808,-0.208,0.694,-94.138,11.878,7.213,1.33,0.17,31.33662702,121.2173687,7.23
,,5.96,284.89,41.041,14.252,1.162,-1.668,0.17,-0.911,-1.026,0.283,-1.408,12.379,3662.6,0,17.601,17.612,-2.917,2.208,2.09,0,5,3,0,136.735,135.593,135.334,134.665,88,3,64910.961,136.464,10,0.826,-0.208,0.726,-93.884,12.16,7.221,1.33,0.172,31.33662659,121.2173607,7.24
,,5.98,285.64,41.041,14.251,1.164,-1.667,0.168,-0.933,-1.044,-0.218,-1.6,12.428,3659.239,0,17.6,17.614,-2.917,2.249,2.08,0,5,3,0,136.595,135.434,135.219,134.56,88,3,64891.77,136.304,10,0.844,-0.207,0.759,-93.627,12.444,7.229,1.33,0.174,31.3366262,121.2173527,7.25
,,6,286.4,41.042,14.251,1.164,-1.667,0.167,-0.952,-1.062,-0.662,-1.739,12.397,3655.878,0,17.598,17.617,-2.917,2.289,2.069,0,5,3,0,136.456,135.275,135.103,134.456,88,3,64872.582,136.144,10,0.862,-0.206,0.791,-93.371,12.728,7.237,1.33,0.176,31.33662582,121.2173446,7.26
,,6.02,287.15,41.043,14.251,1.161,-1.667,0.168,-0.969,-1.075,-0.963,-1.831,12.304,3652.517,0,17.597,17.62,-2.916,2.33,2.058,0,5,3,0,136.316,135.115,134.988,134.351,88,3,64853.391,135.984,10,0.879,-0.205,0.823,-93.114,13.012,7.245,1.33,0.178,31.33662548,121.2173367,7.26
,,6.04,287.94,41.044,14.251,1.157,-1.667,0.169,-0.981,-1.086,-1.213,-1.794,12.172,3648.989,0,17.595,17.623,-2.916,2.373,2.047,0,5,3,0,136.169,134.948,134.866,134.24,88,3,64833.238,135.816,10,0.898,-0.204,0.856,-92.844,13.311,7.253,1.33,0.18,31.33662521,121.2173285,7.27
,,6.06,288.7,41.044,14.251,1.159,-1.667,0.172,-0.987,-1.093,-1.423,-1.675,12.04,3644.742,0,17.598,17.621,-2.916,2.395,2.084,0,5,3,0,136.021,134.775,134.711,134.104,88,3,64854.348,135.692,10,0.911,-0.202,0.884,-92.582,13.525,7.262,1.33,0.182,31.33662494,121.2173207,7.28
,,6.08,289.45,41.045,14.25,1.16,-1.667,0.173,-0.988,-1.092,-1.597,-1.629,11.931,3640.398,0,17.6,17.618,-2.916,2.415,2.127,0,5,3,0,135.871,134.6,134.552,133.964,88,3,64879.938,135.572,10,0.924,-0.201,0.912,-92.318,13.731,7.271,1.33,0.184,31.33662471,121.2173129,7.29
,,6.1,290.2,41.046,14.25,1.16,-1.667,0.174,-0.987,-1.087,-1.898,-1.585,11.882,3636.053,0,17.603,17.615,-2.915,2.436,2.17,0,5,3,0,135.721,134.425,134.393,133.824,88,3,64905.523,135.452,10,0.936,-0.199,0.939,-92.054,13.937,7.28,1.33,0.186,31.33662456,121.2173051,7.3
,,6.12,290.95,41.046,14.25,1.159,-1.667,0.177,-0.987,-1.092,-2.51,-1.363,11.923,3631.709,0,17.606,17.612,-2.915,2.456,2.212,0,5,3,0,135.572,134.249,134.233,133.684,88,3,64931.113,135.332,10,0.949,-0.197,0.967,-91.791,14.144,7.29,1.33,0.188,31.3366244,121.2172972,7.31
,,6.14,291.7,41.047,14.25,1.157,-1.667,0.18,-0.989,-1.098,-2.722,-1.375,12.034,3627.364,0,17.609,17.61,-2.915,2.476,2.255,0,5,3,0,135.422,134.074,134.074,133.544,88,3,64956.699,135.212,10,0.962,-0.196,0.994,-91.527,14.35,7.299,1.33,0.19,31.33662427,121.2172893,7.32
,,6.16,292.45,41.048,14.25,1.158,-1.667,0.181,-0.993,-1.107,-2.837,-1.545,12.187,3624.09,0,17.609,17.609,-2.915,2.478,2.303,0,5,3,0,135.307,133.952,133.971,133.359,88,3,64959.258,135.074,10.18,0.966,-0.194,1.021,-91.245,14.424,7.31,1.33,0.19,31.33662423,121.2172814,7.33
,,6.18,293.2,41.049,14.25,1.159,-1.667,0.18,-0.998,-1.121,-2.848,-1.687,12.357,3620.934,0,17.61,17.609,-2.915,2.478,2.351,0,5,3,0,135.195,133.836,133.874,133.168,88,3,64959.258,134.934,10.38,0.969,-0.191,1.047,-90.961,14.484,7.321,1.33,0.19,31.33662419,121.2172736,7.34
,,6.2,293.94,41.049,14.249,1.158,-1.667,0.18,-1.003,-1.136,-2.691,-1.793,12.529,3617.778,0,17.61,17.609,-2.915,2.478,2.399,0,5,3,0,135.084,133.72,133.777,132.977,88,3,64959.258,134.794,10.58,0.973,-0.189,1.074,-90.677,14.543,7.332,1.33,0.19,31.33662416,121.2172657,7.35
,,6.22,294.69,41.05,14.249,1.156,-1.667,0.182,-1.004,-1.149,-2.474,-2.019,12.701,3614.622,0,17.611,17.609,-2.915,2.478,2.447,0,5,3,0,134.973,133.603,133.679,132.786,88,3,64959.258,134.654,10.78,0.976,-0.187,1.1,-90.393,14.603,7.344,1.33,0.19,31.33662423,121.2172578,7.36
,,6.24,295.44,41.051,14.249,1.154,-1.667,0.183,-1.001,-1.148,-2.163,-2.472,12.851,3611.466,0,17.611,17.609,-2.915,2.478,2.495,0,5,3,0,134.861,133.487,133.582,132.596,88,3,64959.258,134.514,10.98,0.979,-0.184,1.126,-90.108,14.663,7.355,1.33,0.19,31.33662431,121.2172498,7.37
,,6.26,296.18,41.05,14.248,1.156,-1.667,0.18,-0.996,-1.129,-1.898,-2.891,12.95,3607.683,0,17.616,17.613,-2.915,2.442,2.514,0,5,3,0,134.707,133.297,133.452,132.451,88,3,64959.258,134.374,11,0.979,-0.182,1.155,-89.814,14.648,7.369,1.33,0.19,31.33662438,121.2172418,7.39
,,6.28,296.92,41.049,14.247,1.157,-1.668,0.175,-0.993,-1.113,-1.886,-2.874,12.967,3603.83,0,17.621,17.617,-2.915,2.401,2.529,0,5,3,0,134.548,133.098,133.318,132.311,88,3,64959.258,134.234,11,0.978,-0.18,1.183,-89.518,14.625,7.384,1.33,0.19,31.33662456,121.2172341,7.4
,,6.3,297.67,41.048,14.246,1.157,-1.668,0.173,-0.991,-1.098,-1.861,-2.505,12.883,3599.978,0,17.627,17.621,-2.915,2.361,2.545,0,5,3,0,134.389,132.9,133.184,132.171,88,3,64959.258,134.094,11,0.977,-0.178,1.212,-89.223,14.602,7.399,1.33,0.19,31.33662474,121.2172265,7.42
,,6.32,298.41,41.047,14.245,1.155,-1.667,0.173,-0.992,-1.065,-1.63,-1.685,12.671,3596.125,0,17.632,17.625,-2.915,2.32,2.561,0,5,3,0,134.229,132.701,133.05,132.031,88,3,64959.258,133.954,11,0.976,-0.175,1.241,-88.927,14.579,7.414,1.33,0.19,31.33662492,121.2172188,7.43
,,6.34,299.19,41.046,14.244,1.152,-1.667,0.175,-0.996,-1.043,-1.503,-0.936,12.596,3592.08,0,17.638,17.63,-2.915,2.277,2.577,0,5,3,0,134.062,132.493,132.91,131.884,88,3,64959.258,133.807,11,0.975,-0.173,1.271,-88.617,14.555,7.43,1.33,0.19,31.3366252,121.2172106,7.45
,,6.36,299.93,41.045,14.243,1.153,-1.667,0.181,-1.003,-1.03,-1.354,-0.35,12.709,3587.916,0,17.646,17.639,-2.915,2.177,2.411,0,5,3,0,133.926,132.326,132.742,131.759,88,3,64959.258,133.705,11,0.977,-0.172,1.303,-88.308,14.589,7.449,1.33,0.188,31.33662549,121.2172028,7.47
,,6.38,300.67,41.044,14.242,1.154,-1.668,0.188,-1.012,-1.024,-1.176,-0.079,13.048,3583.735,0,17.653,17.648,-2.915,2.073,2.235,0,5,3,0,133.791,132.16,132.574,131.634,88,3,64959.258,133.605,11,0.979,-0.172,1.335,-87.998,14.625,7.469,1.33,0.186,31.33662578,121.217195,7.49
,,6.4,301.41,41.043,14.241,1.154,-1.668,0.193,-1.024,-1.028,-1.008,-0.153,13.6,3579.554,0,17.661,17.657,-2.915,1.97,2.059,0,5,3,0,133.655,131.994,132.405,131.509,88,3,64959.258,133.505,11,0.981,-0.172,1.367,-87.689,14.662,7.489,1.33,0.184,31.33662614,121.2171873,7.51
,,6.42,302.15,41.042,14.24,1.151,-1.668,0.195,-1.04,-1.038,-0.77,-0.451,14.281,3575.374,0,17.669,17.667,-2.915,1.866,1.883,0,5,3,0,133.52,131.829,132.236,131.385,88,3,64959.258,133.405,11,0.984,-0.171,1.399,-87.38,14.699,7.509,1.33,0.182,31.33662653,121.2171795,7.53
,,6.44,302.89,41.041,14.239,1.149,-1.668,0.194,-1.059,-1.053,-0.479,-0.837,15.002,3571.193,0,17.676,17.676,-2.915,1.763,1.708,0,5,3,0,133.385,131.663,132.067,131.26,88,3,64959.258,133.305,11,0.986,-0.171,1.431,-87.07,14.735,7.528,1.33,0.18,31.33662693,121.2171717,7.55
,,6.46,303.63,41.04,14.238,1.15,-1.668,0.189,-1.08,-1.073,-0.203,-1.236,15.673,3568.492,0,17.675,17.671,-2.915,1.717,1.684,0,5,3,0,133.297,131.513,131.967,131.098,88,3,64953.18,133.167,11,0.997,-0.173,1.462,-86.752,14.916,7.552,1.33,0.18,31.33662739,121.2171639,7.57
,,6.48,304.37,41.039,14.237,1.152,-1.667,0.184,-1.104,-1.091,0.114,-1.623,16.229,3565.869,0,17.674,17.665,-2.915,1.674,1.668,0,5,3,0,133.213,131.363,131.871,130.934,88,3,64946.785,133.027,11,1.008,-0.175,1.493,-86.434,15.104,7.575,1.33,0.18,31.33662789,121.2171561,7.59
,,6.5,305.1,41.038,14.236,1.152,-1.667,0.173,-1.127,-1.106,0.565,-2.151,16.814,3563.246,0,17.673,17.658,-2.915,1.632,1.652,0,5,3,0,133.128,131.213,131.774,130.77,88,3,64940.387,132.887,11,1.019,-0.177,1.524,-86.115,15.292,7.599,1.33,0.18,31.3366284,121.2171482,7.62
,,6.52,305.84,41.037,14.235,1.15,-1.667,0.163,-1.144,-1.113,0.681,-2.373,17.037,3560.623,0,17.671,17.652,-2.915,1.589,1.636,0,5,3,0,133.043,131.063,131.678,130.606,88,3,64933.988,132.747,11,1.03,-0.179,1.555,-85.796,15.48,7.623,1.33,0.18,31.33662895,121.2171405,7.64
,,6.54,306.58,41.036,14.234,1.148,-1.667,0.157,-1.157,-1.118,0.705,-2.388,17.09,3558,0,17.67,17.646,-2.915,1.547,1.62,0,5,3,0,132.958,130.913,131.581,130.442,88,3,64927.594,132.607,11,1.041,-0.182,1.586,-85.478,15.668,7.646,1.33,0.18,31.33662955,121.2171329,7.67
,,6.56,307.31,41.035,14.233,1.15,-1.667,0.153,-1.168,-1.12,0.643,-2.354,17.034,3554.17,0,17.673,17.656,-2.915,1.545,1.569,0,5,3,0,132.807,130.744,131.486,130.305,88,3,64927.273,132.486,11,1.057,-0.185,1.611,-85.157,15.934,7.671,1.33,0.178,31.33663015,121.2171253,7.69
,,6.58,308.04,41.034,14.232,1.151,-1.667,0.147,-1.179,-1.119,0.498,-2.372,16.868,3550.277,0,17.677,17.666,-2.915,1.545,1.515,0,5,3,0,132.653,130.574,131.392,130.169,88,3,64927.273,132.366,11,1.074,-0.189,1.636,-84.836,16.204,7.695,1.33,0.176,31.33663079,121.2171177,7.72
,,6.6,308.78,41.033,14.231,1.15,-1.667,0.143,-1.188,-1.115,0.353,-2.279,16.651,3546.383,0,17.68,17.676,-2.915,1.545,1.462,0,5,3,0,132.499,130.404,131.297,130.034,88,3,64927.273,132.246,11,1.09,-0.193,1.662,-84.515,16.475,7.72,1.33,0.174,31.33663152,121.2171101,7.74
,,6.62,309.55,41.032,14.23,1.146,-1.666,0.14,-1.194,-1.111,0.162,-2.08,16.374,3542.294,0,17.684,17.687,-2.915,1.545,1.406,0,5,3,0,132.337,130.226,131.198,129.892,88,3,64927.273,132.12,11,1.107,-0.197,1.688,-84.179,16.759,7.745,1.33,0.172,31.33663228,121.2171021,7.77
,,6.64,310.28,41.03,14.229,1.143,-1.666,0.139,-1.191,-1.103,-0.006,-2.047,16.108,3538.401,0,17.687,17.698,-2.915,1.545,1.353,0,5,3,0,132.183,130.056,131.103,129.756,88,3,64927.273,132,11,1.123,-0.201,1.713,-83.858,17.029,7.77,1.33,0.17,31.33663304,121.2170944,7.79
,,6.66,311.01,41.029,14.228,1.146,-1.667,0.135,-1.179,-1.082,-0.066,-2.068,15.82,3533.38,0,17.687,17.704,-2.915,1.524,1.347,0,5,3,0,131.988,129.881,130.905,129.631,88,3,64908.082,131.86,11,1.137,-0.204,1.729,-83.528,17.277,7.793,1.33,0.174,31.33663389,121.2170868,7.81
,,6.68,311.74,41.028,14.227,1.148,-1.667,0.131,-1.157,-1.054,-0.164,-1.941,15.492,3528.359,0,17.687,17.71,-2.915,1.504,1.342,0,5,3,0,131.793,129.707,130.706,129.506,88,3,64888.891,131.72,11,1.152,-0.208,1.745,-83.198,17.524,7.816,1.33,0.178,31.33663473,121.2170792,7.84
,,6.7,312.47,41.027,14.226,1.148,-1.667,0.128,-1.133,-1.014,-0.282,-1.373,14.894,3523.339,0,17.687,17.717,-2.914,1.483,1.337,0,5,3,0,131.598,129.532,130.507,129.38,88,3,64869.703,131.58,11,1.166,-0.211,1.761,-82.868,17.772,7.839,1.33,0.182,31.33663561,121.2170716,7.86
,,6.72,313.2,41.026,14.225,1.145,-1.668,0.131,-1.116,-0.997,-0.268,-0.728,14.496,3518.318,0,17.687,17.723,-2.914,1.463,1.332,0,5,3,0,131.403,129.358,130.309,129.255,88,3,64850.512,131.44,11,1.18,-0.215,1.778,-82.538,18.019,7.862,1.33,0.186,31.3366366,121.2170639,7.88
,,6.74,313.93,41.025,14.224,1.143,-1.668,0.139,-1.111,-0.992,-0.191,-0.092,14.218,3513.297,0,17.687,17.729,-2.914,1.442,1.326,0,5,3,0,131.208,129.183,130.11,129.13,88,3,64831.32,131.3,11,1.194,-0.219,1.794,-82.208,18.267,7.885,1.33,0.19,31.33663759,121.2170562,7.91
,,6.76,314.65,41.024,14.223,1.144,-1.667,0.149,-1.114,-0.998,-0.032,0.248,14.151,3509.916,0,17.687,17.737,-2.914,1.463,1.353,0,5,3,0,131.126,129.147,129.943,129.004,88,3,64837.719,131.14,11,1.2,-0.22,1.8,-81.884,18.377,7.907,1.33,0.19,31.33663859,121.2170486,7.93
,,6.78,315.38,41.023,14.222,1.145,-1.667,0.157,-1.122,-1.016,0.134,0.218,14.331,3506.534,0,17.687,17.746,-2.913,1.483,1.38,0,5,3,0,131.044,129.11,129.776,128.878,88,3,64844.113,130.98,11,1.205,-0.221,1.807,-81.561,18.487,7.928,1.33,0.19,31.33663968,121.2170412,7.95
,,6.8,316.1,41.022,14.221,1.145,-1.667,0.161,-1.137,-1.052,0.248,-0.182,14.715,3503.153,0,17.687,17.754,-2.913,1.504,1.406,0,5,3,0,130.963,129.073,129.609,128.752,88,3,64850.512,130.82,11,1.211,-0.222,1.814,-81.238,18.597,7.95,1.33,0.19,31.33664077,121.2170338,7.97
,,6.82,316.83,41.021,14.22,1.143,-1.667,0.16,-1.156,-1.1,0.454,-0.966,15.183,3499.772,0,17.687,17.762,-2.913,1.524,1.433,0,5,3,0,130.881,129.037,129.442,128.626,88,3,64856.906,130.66,11,1.216,-0.224,1.821,-80.915,18.707,7.971,1.33,0.19,31.33664186,121.2170265,7.99
,,6.84,317.55,41.02,14.219,1.14,-1.667,0.155,-1.173,-1.145,0.787,-2.001,15.589,3496.39,0,17.687,17.771,-2.912,1.545,1.46,0,5,3,0,130.799,129,129.275,128.5,88,3,64863.305,130.5,11,1.222,-0.225,1.828,-80.592,18.817,7.992,1.33,0.19,31.33664308,121.217019,8.01
,,6.86,318.27,41.019,14.218,1.141,-1.667,0.146,-1.187,-1.18,1.045,-3.03,15.812,3493.05,0,17.696,17.776,-2.912,1.545,1.476,0,5,3,0,130.669,128.86,129.185,128.345,88,3,64850.512,130.32,11,1.218,-0.223,1.826,-80.266,18.78,8.015,1.33,0.188,31.33664431,121.2170116,8.04
,,6.88,318.99,41.018,14.217,1.142,-1.668,0.131,-1.192,-1.208,1.058,-4.149,15.687,3489.71,0,17.704,17.78,-2.912,1.545,1.492,0,5,3,0,130.539,128.719,129.095,128.19,88,3,64837.715,130.14,11,1.215,-0.222,1.823,-79.941,18.743,8.038,1.33,0.186,31.33664555,121.2170042,8.06
,,6.9,319.71,41.017,14.216,1.142,-1.668,0.121,-1.189,-1.203,0.728,-4.438,15.218,3486.369,0,17.712,17.785,-2.912,1.545,1.507,0,5,3,0,130.408,128.579,129.005,128.035,88,3,64824.922,129.96,11,1.211,-0.22,1.821,-79.616,18.707,8.06,1.33,0.184,31.33664688,121.2169968,8.08
,,6.92,320.47,41.016,14.215,1.141,-1.667,0.112,-1.18,-1.19,0.039,-4.256,14.516,3482.862,0,17.721,17.79,-2.911,1.545,1.524,0,5,3,0,130.272,128.432,128.91,127.872,88,3,64811.488,129.771,11,1.208,-0.219,1.819,-79.274,18.668,8.084,1.33,0.182,31.33664831,121.2169891,8.1
