,Time,Time (s),Distance [m],Logger Temperature [癈],External Voltage [V],Channel01 [bar],Channel02 [bar],InlineAcc [g],LateralAcc [g],VerticalAcc [g],RollRate [deg/s],PitchRate [deg/s],YawRate [deg/s],RPM [rpm],Speed [km/h],TPS [%],TPS_2 [%],ACCY [g],Brake_press_F [bar],Brake_press_R [bar],Fuel_press [bar],Gear [gear],Mapping [#],PPS [%],Speed_fl [km/h],Speed_fr [km/h],Speed_rl [km/h],Speed_rr [km/h],Water_temp [癈],Steer_angle [deg],Fuel_tank [#],GPS_Speed [km/h],GPS_Nsat [#],GPS_LatAcc [g],GPS_LonAcc [g],GPS_Slope [deg],GPS_Heading [deg],GPS_Gyro [deg/s],GPS_Altitude [m],GPS_PosAccuracy [#],GPS_SpdAccuracy [#],GPS_Latitude [癩,GPS_Longitude [癩,GPS_Elevation [cm]
,,1.74,0,41.045,12.896,0.89,-1.667,-0.015,0.002,-0.995,-0.621,-0.268,-0.251,1420.975,1.664,3.239,3.102,-3.615,0.14,0.439,0,1,3,0,0,0,0,0,90,3,26276.564,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.492,0.128,31.33581942,121.2274211,8
,,1.76,0,41.045,12.935,0.89,-1.668,-0.015,0.005,-0.995,-0.618,-0.287,-0.248,1429.377,1.627,3.158,3.012,-3.629,0.093,0.347,0,1,3,0,0,0,0,0,90,3,39341.383,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.488,0.132,31.33581942,121.2274211,8
,,1.78,0,41.044,12.975,0.889,-1.668,-0.015,0.006,-0.995,-0.615,-0.29,-0.247,1437.78,1.59,3.078,2.921,-3.643,0.047,0.255,0,1,3,0,0,0,0,0,90,3,52406.199,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.484,0.136,31.33581942,121.2274211,8
,,1.8,0,41.044,13.015,0.889,-1.669,-0.014,0.007,-0.995,-0.611,-0.288,-0.249,1446.182,1.552,2.997,2.831,-3.656,0,0.163,0,1,3,0,0,0,0,0,90,3,65471.016,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.48,0.14,31.33581942,121.2274211,8
,,1.82,0,41.043,13.054,0.889,-1.669,-0.013,0.007,-0.995,-0.608,-0.29,-0.252,1437.247,1.516,2.938,2.813,-3.67,0,0.192,0,1,3,0,0,0,0,0,90,3,52376.813,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.474,0.136,31.33581942,121.2274211,8
,,1.84,0,41.043,13.094,0.888,-1.669,-0.013,0.007,-0.995,-0.597,-0.285,-0.254,1428.312,1.48,2.878,2.795,-3.683,0,0.22,0,1,3,0,0,0,0,0,90,3,39282.609,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.468,0.132,31.33581942,121.2274211,8
,,1.86,0,41.042,13.134,0.888,-1.669,-0.013,0.006,-0.995,-0.588,-0.296,-0.256,1419.377,1.444,2.819,2.778,-3.696,0,0.248,0,1,3,0,0,0,0,0,90,3,26188.406,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.462,0.128,31.33581942,121.2274211,8
,,1.88,0,41.042,13.173,0.888,-1.669,-0.013,0.005,-0.994,-0.578,-0.303,-0.254,1410.442,1.408,2.759,2.76,-3.71,0,0.277,0,1,3,0,0,0,0,0,90,3,13094.203,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.456,0.124,31.33581942,121.2274211,8
,,1.9,0,41.041,13.213,0.888,-1.669,-0.013,0.004,-0.992,-0.592,-0.302,-0.252,1401.507,1.372,2.7,2.742,-3.723,0,0.305,0,1,3,0,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.45,0.12,31.33581942,121.2274211,8
,,1.92,0,41.041,13.252,0.888,-1.669,-0.013,0.003,-0.993,-0.608,-0.278,-0.249,1383.863,1.332,2.688,2.74,-3.731,0,0.328,0.016,1,3,0.125,0,0,0,0,90,3,8.596,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.45,0.12,31.33581942,121.2274211,8
,,1.94,0,41.04,13.292,0.888,-1.669,-0.013,0.002,-0.994,-0.624,-0.259,-0.249,1366.219,1.292,2.676,2.737,-3.739,0,0.351,0.033,1,3,0.25,0,0,0,0,90,3,17.192,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.45,0.12,31.33581942,121.2274211,8
,,1.96,0,41.04,13.332,0.888,-1.669,-0.014,0.002,-0.994,-0.631,-0.246,-0.251,1348.574,1.253,2.665,2.734,-3.747,0,0.374,0.049,1,3,0.375,0,0,0,0,90,3,25.788,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.45,0.12,31.33581942,121.2274211,8
,,1.98,0,41.039,13.371,0.889,-1.669,-0.015,0.003,-0.995,-0.635,-0.245,-0.252,1330.93,1.213,2.653,2.732,-3.756,0,0.397,0.065,1,3,0.5,0,0,0,0,90,3,34.384,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.45,0.12,31.33581942,121.2274211,8
,,2,0,41.039,13.411,0.889,-1.669,-0.016,0.002,-0.996,-0.639,-0.242,-0.252,1313.285,1.173,2.641,2.729,-3.764,0,0.42,0.082,1,3,0.626,0,0,0,0,90,3,42.98,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.45,0.12,31.33581942,121.2274211,8
,,2.02,0,41.039,13.408,0.888,-1.669,-0.015,0.002,-0.997,-0.651,-0.232,-0.254,1303.367,1.178,3.163,3.215,-3.758,0,0.366,0.216,1,3,1.885,0,0,0,0,90,3,61.971,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.444,0.124,31.33581942,121.2274211,8
,,2.04,0,41.038,13.404,0.888,-1.669,-0.015,0.003,-0.998,-0.668,-0.223,-0.261,1293.448,1.183,3.685,3.701,-3.752,0,0.312,0.351,1,3,3.145,0,0,0,0,90,3,80.962,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.438,0.128,31.33581942,121.2274211,8
,,2.06,0,41.038,13.401,0.886,-1.669,-0.014,0.004,-0.999,-0.68,-0.226,-0.265,1283.53,1.187,4.206,4.187,-3.747,0,0.258,0.486,1,3,4.404,0,0,0,0,90,3,99.953,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.432,0.132,31.33581942,121.2274211,8
,,2.08,0,41.037,13.398,0.884,-1.668,-0.015,0.005,-1.001,-0.669,-0.268,-0.264,1273.611,1.192,4.728,4.673,-3.741,0,0.204,0.62,1,3,5.664,0,0,0,0,90,3,118.944,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.426,0.136,31.33581942,121.2274211,8
,,2.1,0,41.037,13.394,0.883,-1.668,-0.016,0.005,-1.001,-0.637,-0.296,-0.256,1263.693,1.197,5.249,5.16,-3.735,0,0.15,0.755,1,3,6.923,0,0,0,0,90,3,137.935,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.42,0.14,31.33581942,121.2274211,8
,,2.12,0,41.037,13.391,0.883,-1.668,-0.017,0.004,-1,-0.598,-0.326,-0.243,1266.807,1.297,5.565,5.557,-3.707,0,0.185,0.865,1,3,9.683,0,0,0,0,90,3,138.734,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.42,0.14,31.33581942,121.2274211,8
,,2.14,0,41.036,13.388,0.883,-1.669,-0.018,0.003,-0.999,-0.564,-0.354,-0.227,1269.922,1.398,5.881,5.955,-3.679,0,0.22,0.975,1,3,12.443,0,0,0,0,90,3,139.534,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.42,0.14,31.33581942,121.2274211,8
,,2.16,0,41.036,13.384,0.883,-1.669,-0.019,0.002,-0.998,-0.554,-0.353,-0.218,1273.037,1.498,6.197,6.352,-3.651,0,0.254,1.086,1,3,15.203,0,0,0,0,90,3,140.334,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.42,0.14,31.33581942,121.2274211,8
,,2.18,0,41.036,13.381,0.882,-1.669,-0.019,0.002,-0.997,-0.57,-0.315,-0.218,1276.152,1.599,6.513,6.75,-3.623,0,0.289,1.196,1,3,17.963,0,0,0,0,90,3,141.133,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.42,0.14,31.33581942,121.2274211,8
,,2.2,0,41.035,13.378,0.88,-1.668,-0.019,0.001,-0.999,-0.602,-0.253,-0.227,1279.267,1.699,6.828,7.147,-3.595,0,0.324,1.306,1,3,20.723,0,0,0,0,90,3,141.933,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.42,0.14,31.33581943,121.2274211,8
,,2.22,0,41.035,13.374,0.881,-1.668,-0.019,0,-1,-0.627,-0.217,-0.236,1308.756,1.779,6.967,7.296,-3.557,0,0.331,1.32,1,3,21.105,0,0,0,0,90,3,140.733,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.418,0.14,31.33581943,121.2274211,8
,,2.24,0,41.035,13.371,0.881,-1.667,-0.019,0,-1.003,-0.642,-0.217,-0.248,1338.246,1.86,7.106,7.445,-3.519,0,0.338,1.333,1,3,21.487,0,0,0,0,90,3,139.534,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.416,0.14,31.33581943,121.2274211,8
,,2.26,0,41.034,13.368,0.881,-1.667,-0.018,0,-1.002,-0.651,-0.244,-0.258,1367.735,1.94,7.244,7.595,-3.481,0,0.344,1.346,1,3,21.87,0,0,0,0,90,3,138.335,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.414,0.14,31.33581943,121.2274211,8
,,2.28,0,41.034,13.364,0.88,-1.667,-0.017,0.001,-0.999,-0.675,-0.273,-0.265,1397.224,2.02,7.383,7.744,-3.442,0,0.351,1.359,1,3,22.252,0,0,0,0,90,3,137.135,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.412,0.14,31.33581943,121.2274211,8
,,2.3,0,41.033,13.361,0.879,-1.668,-0.017,0.002,-0.996,-0.695,-0.294,-0.266,1426.713,2.1,7.522,7.893,-3.404,0,0.358,1.373,1,3,22.634,0,0,0,0,90,3,135.936,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.41,0.14,31.33581943,121.2274211,8
,,2.32,0,41.033,13.358,0.877,-1.668,-0.019,0.004,-0.995,-0.703,-0.331,-0.267,1545.593,2.063,7.953,8.244,-3.386,0,0.37,1.415,1,3,23.365,0,0,0,0,90,3,136.735,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.408,0.142,31.33581943,121.2274211,8
,,2.34,0,41.033,13.354,0.875,-1.669,-0.021,0.005,-0.994,-0.693,-0.381,-0.269,1664.472,2.025,8.384,8.596,-3.367,0,0.383,1.457,1,3,24.097,0,0,0,0,90,3,137.535,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.406,0.144,31.33581943,121.2274211,8
,,2.36,0,41.032,13.351,0.875,-1.669,-0.024,0.007,-0.991,-0.668,-0.422,-0.27,1783.351,1.987,8.815,8.947,-3.349,0,0.395,1.5,1,3,24.828,0,0,0,0,90,3,138.335,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.404,0.146,31.33581943,121.2274211,8
,,2.38,0,41.032,13.348,0.875,-1.669,-0.026,0.009,-0.989,-0.638,-0.437,-0.27,1902.23,1.95,9.246,9.299,-3.331,0,0.407,1.542,1,3,25.56,0,0,0,0,90,3,139.134,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.402,0.148,31.33581943,121.2274211,8
,,2.4,0,41.032,13.344,0.875,-1.669,-0.029,0.009,-0.988,-0.614,-0.442,-0.266,2021.109,1.912,9.677,9.65,-3.312,0,0.42,1.585,1,3,26.291,0,0,0,0,90,3,139.934,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.4,0.15,31.33581943,121.2274211,8
,,2.42,0,41.031,13.341,0.875,-1.669,-0.034,0.009,-0.988,-0.601,-0.469,-0.261,2151.567,1.832,9.634,9.584,-3.325,0,0.408,1.629,1,3,26.698,0,0,0,0,90,3,111.947,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.4,0.15,31.33581943,121.2274211,8
,,2.44,0,41.031,13.338,0.876,-1.669,-0.04,0.007,-0.989,-0.592,-0.524,-0.256,2282.024,1.752,9.591,9.517,-3.338,0,0.397,1.673,1,3,27.104,0,0,0,0,90,3,83.96,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.4,0.15,31.33581943,121.2274211,8
,,2.46,0,41.03,13.334,0.877,-1.669,-0.052,0.006,-0.991,-0.572,-0.602,-0.248,2412.482,1.671,9.549,9.451,-3.351,0,0.386,1.718,1,3,27.511,0,0,0,0,90,3,55.974,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.4,0.15,31.33581943,121.2274211,8
,,2.48,0,41.03,13.331,0.878,-1.669,-0.062,0.005,-0.992,-0.555,-0.675,-0.243,2542.939,1.591,9.506,9.385,-3.364,0,0.375,1.762,1,3,27.917,0,0,0,0,90,3,27.987,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.4,0.15,31.33581942,121.2274211,8
,,2.5,0,41.03,13.328,0.879,-1.669,-0.073,0.005,-0.993,-0.542,-0.783,-0.239,2673.397,1.511,9.463,9.318,-3.377,0,0.364,1.806,1,3,28.324,0,0,0,0,90,3,0,0,10,0,0,-0.006,-0.011,-0.022,7.955,1.4,0.15,31.33581941,121.2274212,8
,,2.52,0,41.029,13.324,0.879,-1.669,-0.086,0.006,-0.993,-0.528,-0.874,-0.236,2719.567,1.459,9.606,9.374,-3.398,0,0.363,1.825,1,3,28.446,0,0,0,0,90,3,12947.072,0.02,10,0,0,-0.006,-0.011,-0.022,7.955,1.412,0.15,31.3358194,121.2274212,8
,,2.54,0,41.029,13.321,0.88,-1.669,-0.097,0.007,-0.992,-0.517,-0.861,-0.235,2765.738,1.407,9.749,9.431,-3.418,0,0.361,1.844,1,3,28.569,0,0,0,0,90,3,25894.145,0.04,10,0,0,-0.006,-0.011,-0.022,7.955,1.424,0.15,31.33581939,121.2274212,8
,,2.56,0,41.029,13.318,0.88,-1.669,-0.104,0.007,-0.993,-0.511,-0.781,-0.238,2811.908,1.354,9.892,9.487,-3.439,0,0.36,1.862,1,3,28.692,0,0,0,0,90,3,38841.219,0.06,10,0,0,-0.006,-0.011,-0.022,7.955,1.436,0.15,31.33581937,121.2274212,8
,,2.58,0,41.028,13.314,0.88,-1.669,-0.11,0.007,-0.994,-0.504,-0.724,-0.241,2858.079,1.302,10.035,9.543,-3.459,0,0.359,1.881,1,3,28.815,0,0,0,0,90,3,51788.289,0.08,10,0,0,-0.006,-0.011,-0.022,7.955,1.448,0.15,31.33581936,121.2274213,8
,,2.6,0.01,41.028,13.311,0.88,-1.669,-0.114,0.007,-0.994,-0.5,-0.653,-0.243,2904.249,1.25,10.178,9.599,-3.479,0,0.358,1.899,1,3,28.937,0,0,0,0,90,3,64735.363,0.1,10,0,0,-0.006,-0.011,-0.022,7.955,1.46,0.15,31.33581933,121.2274213,8
,,2.62,0.01,41.028,13.308,0.88,-1.669,-0.118,0.008,-0.995,-0.495,-0.58,-0.241,2875.702,1.261,10.175,9.621,-3.483,0,0.37,1.89,1,3,28.962,0,0,0,0,90,3,64722.57,0.14,10,0,0,-0.006,-0.011,-0.022,7.955,1.498,0.148,31.33581931,121.2274214,8
,,2.64,0.01,41.027,13.305,0.881,-1.669,-0.122,0.009,-0.995,-0.489,-0.544,-0.236,2847.156,1.271,10.173,9.643,-3.487,0,0.383,1.881,1,3,28.987,0,0,0,0,90,3,64709.777,0.18,10,0,0,-0.006,-0.011,-0.022,7.955,1.536,0.146,31.33581928,121.2274214,8
,,2.66,0.01,41.027,13.301,0.882,-1.669,-0.126,0.009,-0.994,-0.488,-0.473,-0.235,2818.609,1.282,10.17,9.665,-3.491,0,0.395,1.872,1,3,29.012,0,0,0,0,90,3,64696.98,0.22,10,0,0,-0.006,-0.011,-0.022,7.955,1.574,0.144,31.33581925,121.2274215,8
,,2.68,0.01,41.026,13.298,0.885,-1.668,-0.128,0.008,-0.995,-0.498,-0.44,-0.24,2790.063,1.293,10.167,9.687,-3.495,0,0.407,1.863,1,3,29.037,0,0,0,0,90,3,64684.188,0.26,10,0,0,-0.006,-0.011,-0.022,7.955,1.612,0.142,31.33581921,121.2274216,8
,,2.7,0.01,41.026,13.295,0.887,-1.668,-0.131,0.007,-0.996,-0.497,-0.462,-0.253,2761.516,1.304,10.164,9.709,-3.499,0,0.42,1.855,1,3,29.062,0,0,0,0,90,3,64671.395,0.3,10,0,0,-0.006,-0.011,-0.022,7.956,1.65,0.14,31.33581918,121.2274217,8
,,2.72,0.02,41.026,13.291,0.89,-1.668,-0.134,0.008,-0.998,-0.48,-0.452,-0.273,2714.813,1.347,10.047,9.649,-3.491,0,0.429,1.848,1,3,29.068,0,0,0,0,90,3,64684.188,0.38,10,0,0,-0.006,-0.011,-0.022,7.956,1.644,0.142,31.33581913,121.2274217,8
,,2.74,0.02,41.025,13.288,0.892,-1.668,-0.136,0.01,-1,-0.459,-0.415,-0.297,2668.11,1.389,9.93,9.59,-3.482,0,0.438,1.841,1,3,29.073,0,0,0,0,90,3,64696.98,0.46,10,0,0,-0.006,-0.011,-0.022,7.956,1.638,0.144,31.33581909,121.2274218,8
,,2.76,0.03,41.025,13.285,0.895,-1.668,-0.137,0.013,-1.001,-0.439,-0.438,-0.326,2621.406,1.432,9.814,9.53,-3.474,0,0.447,1.835,1,3,29.078,0,0,0,0,90,3,64709.777,0.54,10,0,0,-0.006,-0.011,-0.022,7.956,1.632,0.146,31.33581904,121.2274219,8
,,2.78,0.03,41.025,13.281,0.897,-1.669,-0.139,0.016,-1.001,-0.417,-0.46,-0.36,2574.703,1.475,9.697,9.47,-3.466,0,0.456,1.828,1,3,29.083,0,0,0,0,90,3,64722.57,0.62,10,0,0,-0.006,-0.011,-0.022,7.956,1.626,0.148,31.33581898,121.227422,8
,,2.8,0.03,41.024,13.278,0.9,-1.669,-0.14,0.016,-1.002,-0.402,-0.394,-0.399,2528,1.518,9.58,9.41,-3.458,0,0.465,1.821,1,3,29.088,0,0,0,0,90,3,64735.363,0.7,10,0,0,-0.006,-0.011,-0.022,7.956,1.62,0.15,31.33581893,121.2274221,8
,,2.82,0.04,41.024,13.275,0.902,-1.669,-0.142,0.016,-1.007,-0.364,-0.288,-0.447,2516.647,1.542,9.526,9.366,-3.452,0,0.418,1.817,1,3,29.112,0,0.13,0.153,0,90,3,64760.953,0.8,10,0,0,-0.006,-0.011,-0.022,7.956,1.614,0.15,31.33581887,121.2274222,8
,,2.84,0.05,41.024,13.271,0.905,-1.668,-0.144,0.015,-1.014,-0.174,-0.125,-0.54,2505.294,1.566,9.472,9.321,-3.447,0,0.372,1.813,1,3,29.136,0,0.259,0.306,0,90,3,64786.539,0.9,10,0,0,-0.006,-0.011,-0.022,7.956,1.608,0.15,31.33581881,121.2274224,8
,,2.86,0.05,41.023,13.268,0.907,-1.668,-0.147,0.017,-1.017,0.015,-0.123,-0.625,2493.941,1.59,9.418,9.277,-3.442,0,0.325,1.808,1,3,29.161,0,0.389,0.459,0,90,3,64812.129,1,10,0,0,-0.006,-0.011,-0.022,7.956,1.602,0.15,31.33581874,121.2274225,8
,,2.88,0.06,41.023,13.265,0.909,-1.669,-0.153,0.02,-1.012,0.223,-0.28,-0.725,2482.588,1.615,9.364,9.233,-3.436,0,0.278,1.804,1,3,29.185,0,0.518,0.612,0,90,3,64837.715,1.1,10,0,0,-0.006,-0.011,-0.022,7.956,1.596,0.15,31.33581867,121.2274226,8
,,2.9,0.07,41.022,13.261,0.91,-1.669,-0.16,0.023,-1.002,0.349,-0.324,-0.829,2471.235,1.639,9.31,9.188,-3.431,0,0.232,1.8,1,3,29.209,0,0.648,0.765,0,90,3,64863.305,1.2,10,0,0,-0.006,-0.011,-0.022,7.956,1.59,0.15,31.3358186,121.2274227,8
,,2.92,0.08,41.022,13.258,0.913,-1.669,-0.167,0.023,-0.995,0.323,-0.322,-0.926,2472.116,1.609,9.285,9.161,-3.431,0,0.267,1.8,1,3,29.233,0.265,0.82,0.931,0.284,90,3,64869.703,1.28,10,0,0,-0.006,-0.011,-0.022,7.956,1.588,0.15,31.33581852,121.2274229,8
,,2.94,0.08,41.022,13.255,0.915,-1.669,-0.177,0.02,-0.988,0.239,-0.451,-1.015,2472.997,1.58,9.261,9.135,-3.431,0,0.303,1.8,1,3,29.258,0.531,0.992,1.098,0.569,90,3,64876.098,1.36,10,0,0,-0.006,-0.011,-0.022,7.956,1.586,0.15,31.33581844,121.227423,8
,,2.96,0.09,41.021,13.251,0.918,-1.669,-0.184,0.016,-0.981,0.124,-0.449,-1.095,2473.878,1.55,9.236,9.108,-3.431,0,0.339,1.8,1,3,29.282,0.796,1.164,1.264,0.853,90,3,64882.496,1.44,10,0,0,-0.006,-0.011,-0.022,7.956,1.584,0.15,31.33581836,121.2274231,8
,,2.98,0.1,41.021,13.248,0.921,-1.669,-0.19,0.012,-0.98,0.005,-0.395,-1.179,2474.76,1.52,9.211,9.081,-3.431,0,0.374,1.8,1,3,29.306,1.062,1.336,1.43,1.137,90,3,64888.891,1.52,10,0,0,-0.006,-0.011,-0.022,7.956,1.582,0.15,31.33581827,121.2274233,8
,,3,0.11,41.021,13.245,0.924,-1.67,-0.197,0.011,-0.978,-0.061,-0.576,-1.274,2475.641,1.491,9.187,9.054,-3.431,0,0.41,1.8,1,3,29.331,1.327,1.508,1.596,1.421,90,3,64895.289,1.6,10,0,0,-0.006,-0.011,-0.022,7.956,1.58,0.15,31.33581817,121.2274234,8
,,3.02,0.12,41.021,13.238,0.926,-1.669,-0.204,0.014,-0.974,-0.116,-0.689,-1.389,2460.804,1.493,9.179,9.053,-3.431,0,0.38,1.8,1,3,29.346,1.525,1.673,1.755,1.624,90,3,64895.289,1.72,10,0,0,-0.006,-0.011,-0.022,7.956,1.576,0.15,31.33581808,121.2274235,8
,,3.04,0.14,41.021,13.232,0.928,-1.669,-0.214,0.02,-0.974,-0.281,-0.671,-1.685,2445.967,1.495,9.172,9.052,-3.43,0,0.35,1.8,1,3,29.361,1.722,1.839,1.914,1.827,90,3,64895.289,1.84,10,0,0,-0.006,-0.011,-0.022,7.956,1.572,0.15,31.33581797,121.2274237,8
,,3.06,0.15,41.02,13.226,0.929,-1.668,-0.216,0.026,-0.974,-0.371,-0.568,-1.863,2431.13,1.497,9.164,9.051,-3.43,0,0.32,1.8,1,3,29.376,1.92,2.004,2.073,2.03,90,3,64895.289,1.96,10,0,0,-0.006,-0.011,-0.022,7.956,1.568,0.15,31.33581786,121.2274238,8
,,3.08,0.16,41.02,13.22,0.931,-1.668,-0.217,0.031,-0.98,-0.494,-0.377,-2.055,2416.293,1.499,9.157,9.05,-3.43,0,0.29,1.8,1,3,29.391,2.117,2.17,2.231,2.233,90,3,64895.289,2.08,10,0,0,-0.006,-0.011,-0.022,7.956,1.564,0.15,31.33581776,121.227424,8
,,3.1,0.17,41.02,13.214,0.933,-1.667,-0.219,0.036,-0.983,-0.566,-0.444,-2.253,2401.457,1.502,9.149,9.049,-3.43,0,0.26,1.8,1,3,29.406,2.315,2.336,2.39,2.436,90,3,64895.289,2.2,10,0,0,-0.006,-0.011,-0.022,7.956,1.56,0.15,31.33581763,121.2274241,8
,,3.12,0.19,41.02,13.207,0.935,-1.668,-0.219,0.041,-0.985,-0.609,-0.314,-2.451,2384.242,1.509,9.115,9.021,-3.427,0,0.295,1.797,1,3,29.387,2.443,2.503,2.518,2.593,90,3,64888.891,2.32,10,0,0,-0.006,-0.011,-0.022,7.956,1.556,0.15,31.33581751,121.2274243,8
,,3.14,0.2,41.02,13.201,0.936,-1.669,-0.217,0.044,-0.996,-0.693,-0.055,-2.661,2367.029,1.517,9.082,8.994,-3.424,0,0.331,1.795,1,3,29.369,2.572,2.669,2.646,2.751,90,3,64882.496,2.44,10,0,0,-0.006,-0.011,-0.022,7.956,1.552,0.15,31.33581738,121.2274244,8
,,3.16,0.22,41.02,13.195,0.938,-1.669,-0.221,0.045,-1.002,-0.716,-0.329,-2.88,2349.814,1.525,9.048,8.966,-3.422,0,0.367,1.793,1,3,29.351,2.7,2.836,2.775,2.909,90,3,64876.098,2.56,10,0,0,-0.006,-0.011,-0.022,7.955,1.548,0.15,31.33581724,121.2274246,8
,,3.18,0.23,41.02,13.189,0.941,-1.669,-0.224,0.046,-0.998,-0.713,-0.527,-3.106,2332.601,1.533,9.014,8.938,-3.419,0,0.403,1.79,1,3,29.332,2.828,3.003,2.903,3.066,90,3,64869.703,2.68,10,0,0,-0.006,-0.011,-0.022,7.955,1.544,0.15,31.33581709,121.2274248,8
,,3.2,0.25,41.02,13.183,0.944,-1.669,-0.225,0.046,-0.997,-0.777,-0.403,-3.336,2315.386,1.541,8.98,8.91,-3.416,0,0.438,1.788,1,3,29.314,2.957,3.17,3.031,3.224,90,3,64863.305,2.8,10,0,0,-0.006,-0.011,-0.022,7.955,1.54,0.15,31.33581694,121.2274249,8
,,3.22,0.27,41.02,13.176,0.945,-1.669,-0.234,0.047,-0.982,-0.818,-0.893,-3.694,2300.386,1.542,8.949,8.861,-3.413,0,0.436,1.78,1,3,29.332,3.104,3.355,3.225,3.379,90,3,64876.098,2.94,10,0,0,-0.006,-0.011,0.129,7.957,1.534,0.15,31.33581678,121.2274251,8
,,3.24,0.29,41.02,13.17,0.947,-1.669,-0.24,0.046,-0.97,-0.913,-0.979,-3.94,2285.385,1.544,8.919,8.812,-3.41,0,0.434,1.773,1,3,29.35,3.252,3.54,3.418,3.534,90,3,64888.891,3.08,10,0,0,-0.006,-0.011,0.28,7.959,1.528,0.15,31.33581661,121.2274253,8
,,3.26,0.31,41.02,13.164,0.949,-1.668,-0.248,0.047,-0.964,-1.089,-1.029,-4.202,2270.384,1.546,8.888,8.764,-3.407,0,0.432,1.765,1,3,29.367,3.4,3.726,3.612,3.69,90,3,64901.688,3.22,10,0,0,-0.006,-0.011,0.432,7.961,1.522,0.15,31.33581643,121.2274255,8
,,3.28,0.33,41.02,13.158,0.95,-1.667,-0.257,0.048,-0.957,-1.298,-1.147,-4.484,2255.383,1.548,8.857,8.715,-3.404,0,0.43,1.758,1,3,29.385,3.548,3.911,3.805,3.845,90,3,64914.48,3.36,10,0,0,-0.006,-0.011,0.583,7.963,1.516,0.15,31.33581625,121.2274257,8
,,3.3,0.35,41.02,13.152,0.951,-1.666,-0.261,0.049,-0.953,-1.586,-0.909,-4.786,2240.383,1.55,8.827,8.667,-3.4,0,0.428,1.75,1,3,29.403,3.696,4.096,3.999,4,90,3,64927.273,3.5,10,0,0,-0.006,-0.011,0.734,7.965,1.51,0.15,31.33581606,121.2274259,8.01
,,3.32,0.37,41.02,13.145,0.953,-1.667,-0.262,0.051,-0.957,-1.898,-0.739,-5.104,2225.71,1.551,8.789,8.628,-3.398,0,0.387,1.75,1,3,29.373,3.85,4.293,4.234,4.208,90,3,64901.684,3.66,10,0,0,-0.006,-0.011,0.4,7.967,1.508,0.15,31.33581586,121.2274261,8.01
,,3.34,0.39,41.02,13.139,0.954,-1.668,-0.266,0.055,-0.957,-2.147,-0.906,-5.433,2211.037,1.553,8.752,8.59,-3.396,0,0.347,1.75,1,3,29.343,4.005,4.489,4.469,4.416,90,3,64876.098,3.82,10,0,0,-0.006,-0.011,0.065,7.97,1.506,0.15,31.33581566,121.2274263,8.01
,,3.36,0.42,41.02,13.133,0.956,-1.669,-0.266,0.061,-0.959,-2.408,-0.755,-5.768,2196.364,1.554,8.714,8.552,-3.394,0,0.306,1.75,1,3,29.314,4.16,4.686,4.704,4.624,90,3,64850.508,3.98,10,0,0,-0.006,-0.011,-0.27,7.972,1.504,0.15,31.33581544,121.2274266,8.01
,,3.38,0.44,41.02,13.127,0.957,-1.669,-0.262,0.069,-0.969,-2.667,-0.514,-6.115,2181.691,1.556,8.677,8.514,-3.391,0,0.266,1.75,1,3,29.284,4.315,4.882,4.939,4.832,90,3,64824.922,4.14,10,0,0,-0.006,-0.011,-0.604,7.974,1.502,0.15,31.33581522,121.2274268,8.02
